GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,AIANHHA,NAME,FYF001,FYF002,FYF003,FYF004,FYF005,FYF006,FYF007,FYF008,FYF009,FYF010,FYF011,FYF012,FYF013,FYF014
"G11000100003005002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000300","5","5002","9999","Block 5002",65,2,0,1,0,0,0,1,0,0,0,0,0,0
"G11000100003005003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000300","5","5003","9999","Block 5003",96,20,1,14,0,0,12,6,0,0,0,0,14,0
"G11000100003005004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000300","5","5004","9999","Block 5004",449,34,1,59,0,0,23,27,3,1,1,0,21,7
"G11000100003005005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000300","5","5005","9999","Block 5005",103,2,0,3,0,1,2,3,0,1,0,0,3,0
"G11000100003005006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000300","5","5006","9999","Block 5006",114,2,0,5,0,0,4,2,0,0,0,0,0,0
"G11000100004001000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1000","9999","Block 1000",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"G11000100004001001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1001","9999","Block 1001",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100004001002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1002","9999","Block 1002",26,0,0,2,0,0,0,1,0,0,0,0,0,0
"G11000100004001003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1003","9999","Block 1003",15,0,0,0,0,0,2,6,0,0,0,0,0,0
"G11000100004001004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1004","9999","Block 1004",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100004001005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1005","9999","Block 1005",37,9,0,0,0,0,4,2,0,0,0,0,0,0
"G11000100004001006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1006","9999","Block 1006",38,0,0,1,0,0,0,1,0,0,0,0,0,0
"G11000100004001007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1007","9999","Block 1007",41,0,0,0,0,0,0,4,0,0,0,0,0,0
"G11000100004001008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1008","9999","Block 1008",33,0,0,1,0,0,3,1,0,0,0,0,0,0
"G11000100004001009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1009","9999","Block 1009",12,0,0,2,0,0,0,0,0,0,0,0,0,0
"G11000100004001010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1010","9999","Block 1010",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100004001011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1011","9999","Block 1011",38,0,0,1,0,0,0,2,0,0,0,0,0,0
"G11000100004001012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1012","9999","Block 1012",0,0,0,0,0,0,0,0,0,0,0,0,2,0
"G11000100004001013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1013","9999","Block 1013",38,0,0,0,0,0,0,7,0,0,0,0,6,0
"G11000100004001014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1014","9999","Block 1014",49,0,0,0,0,0,0,6,0,0,0,0,0,0
"G11000100004001015","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1015","9999","Block 1015",30,0,0,0,0,0,1,1,0,0,0,0,0,0
"G11000100004001016","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1016","9999","Block 1016",23,0,0,0,0,0,2,0,0,0,0,0,0,0
"G11000100004001017","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1017","9999","Block 1017",34,0,0,6,0,0,0,0,0,0,0,0,0,0
"G11000100004001018","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1018","9999","Block 1018",16,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100004001019","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1019","9999","Block 1019",38,0,0,0,0,1,0,0,0,0,0,0,0,0
"G11000100004001020","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1020","9999","Block 1020",38,4,0,0,0,0,0,4,0,0,0,0,0,1
"G11000100004001021","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","1","1021","9999","Block 1021",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100004002000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2000","9999","Block 2000",36,0,0,8,0,0,0,11,0,0,0,0,0,0
"G11000100004002001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2001","9999","Block 2001",126,1,1,11,0,0,0,4,0,0,0,0,1,0
"G11000100004002002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2002","9999","Block 2002",26,7,0,2,0,0,0,1,0,0,0,0,0,0
"G11000100004002003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2003","9999","Block 2003",14,0,0,2,0,0,0,2,0,0,0,0,0,0
"G11000100004002004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2004","9999","Block 2004",63,1,0,7,0,0,8,9,1,1,0,0,0,0
"G11000100004002005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2005","9999","Block 2005",20,0,0,5,0,0,0,0,0,1,0,0,0,0
"G11000100004002006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2006","9999","Block 2006",19,1,0,3,0,0,1,0,0,0,0,0,0,0
"G11000100004002007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2007","9999","Block 2007",14,0,0,1,0,0,0,0,0,0,1,0,0,0
"G11000100004002008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2008","9999","Block 2008",35,0,0,0,0,0,0,7,0,0,0,0,1,0
"G11000100004002009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2009","9999","Block 2009",9,0,0,0,0,0,0,8,0,0,0,0,0,0
"G11000100004002010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2010","9999","Block 2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100004002011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2011","9999","Block 2011",2,1,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100004002012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2012","9999","Block 2012",8,0,0,0,0,0,0,1,0,0,0,0,0,0
"G11000100004002013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2013","9999","Block 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100004002014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2014","9999","Block 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100004002015","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2015","9999","Block 2015",205,18,0,32,0,1,20,10,0,0,0,0,7,1
"G11000100004002016","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2016","9999","Block 2016",20,2,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100004002017","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2017","9999","Block 2017",17,2,0,3,0,0,0,0,0,0,0,0,0,0
"G11000100004002018","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2018","9999","Block 2018",20,20,0,0,0,0,0,0,0,0,0,0,5,0
"G11000100004002019","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2019","9999","Block 2019",1,0,0,1,0,0,0,0,0,0,0,0,0,0
"G11000100004002020","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2020","9999","Block 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100004002021","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2021","9999","Block 2021",20,0,0,0,0,0,0,6,0,0,0,0,0,0
"G11000100004002022","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000400","2","2022","9999","Block 2022",27,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100005011000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000501","1","1000","9999","Block 1000",3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100005011001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000501","1","1001","9999","Block 1001",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100005011002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000501","1","1002","9999","Block 1002",340,14,0,29,0,0,11,19,1,0,0,0,0,6
"G11000100005011003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000501","1","1003","9999","Block 1003",459,59,2,39,2,0,8,31,2,1,0,0,4,5
"G11000100005011004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000501","1","1004","9999","Block 1004",194,2,0,7,0,0,5,7,0,0,1,0,0,0
"G11000100005011005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000501","1","1005","9999","Block 1005",227,6,0,10,0,1,6,18,0,0,0,0,1,0
"G11000100005011006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000501","1","1006","9999","Block 1006",75,13,0,6,0,0,1,1,0,0,0,0,0,1
"G11000100005011007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000501","1","1007","9999","Block 1007",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100005011008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000501","1","1008","9999","Block 1008",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100005011009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000501","1","1009","9999","Block 1009",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100005011010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000501","1","1010","9999","Block 1010",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100005012000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000501","2","2000","9999","Block 2000",960,37,3,63,0,4,17,44,0,0,0,0,10,5
"G11000100005012001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000501","2","2001","9999","Block 2001",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100005012002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000501","2","2002","9999","Block 2002",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100005012003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000501","2","2003","9999","Block 2003",3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100005012004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000501","2","2004","9999","Block 2004",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100005012005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000501","2","2005","9999","Block 2005",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100005023000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","3","3000","9999","Block 3000",277,12,0,14,0,1,6,29,6,5,2,0,23,12
"G11000100005023001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","3","3001","9999","Block 3001",243,3,0,10,0,0,7,16,1,0,1,0,6,0
"G11000100005023002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","3","3002","9999","Block 3002",217,19,0,15,0,2,12,18,0,0,0,0,8,1
"G11000100005023003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","3","3003","9999","Block 3003",160,1,1,6,0,0,3,2,0,0,0,0,0,0
"G11000100005023004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","3","3004","9999","Block 3004",124,2,0,5,0,0,1,5,0,0,0,0,0,1
"G11000100005023005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","3","3005","9999","Block 3005",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100005023006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","3","3006","9999","Block 3006",19,0,0,0,0,0,1,1,0,0,0,0,0,0
"G11000100005023007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","3","3007","9999","Block 3007",146,0,0,9,0,0,0,9,0,0,0,0,0,4
"G11000100005023008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","3","3008","9999","Block 3008",3,0,0,0,0,0,1,0,0,0,0,0,0,0
"G11000100005023009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","3","3009","9999","Block 3009",30,0,0,0,0,0,0,3,0,0,0,0,0,0
"G11000100005023010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","3","3010","9999","Block 3010",35,0,0,2,0,0,0,0,0,0,0,0,0,0
"G11000100005023011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","3","3011","9999","Block 3011",92,0,0,3,0,2,2,2,0,0,0,0,0,0
"G11000100005023012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","3","3012","9999","Block 3012",71,0,0,0,0,2,0,0,0,0,0,0,0,0
"G11000100005023013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","3","3013","9999","Block 3013",14,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100005023014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","3","3014","9999","Block 3014",54,0,0,4,0,0,0,2,0,0,0,0,0,0
"G11000100005024000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","4","4000","9999","Block 4000",198,4,0,11,0,0,1,2,0,0,0,0,0,1
"G11000100005024001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","4","4001","9999","Block 4001",153,14,0,5,0,4,4,9,1,0,0,0,6,3
"G11000100005024002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","4","4002","9999","Block 4002",577,20,0,23,0,0,7,18,0,2,0,0,9,4
"G11000100005024003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","4","4003","9999","Block 4003",50,0,0,2,0,0,2,1,0,0,0,0,0,0
"G11000100005024004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","4","4004","9999","Block 4004",128,0,0,10,0,2,2,5,0,0,0,0,1,0
"G11000100005024005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","4","4005","9999","Block 4005",40,0,0,0,0,0,1,2,0,0,0,0,0,0
"G11000100005024006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000502","4","4006","9999","Block 4006",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"G11000100006001000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000600","1","1000","9999","Block 1000",248,2,0,9,0,0,4,7,0,0,0,0,1,0
"G11000100006001001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000600","1","1001","9999","Block 1001",144,4,0,11,0,0,6,8,0,0,0,0,0,0
"G11000100006001002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000600","1","1002","9999","Block 1002",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100006001003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000600","1","1003","9999","Block 1003",77,0,1,1,0,1,0,3,0,0,0,0,1,0
"G11000100006001004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000600","1","1004","9999","Block 1004",53,3,0,0,0,1,1,2,0,0,0,0,0,0
"G11000100006001005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000600","1","1005","9999","Block 1005",369,25,2,22,0,2,12,54,1,0,0,0,20,4
"G11000100006002000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000600","2","2000","9999","Block 2000",114,0,1,3,0,0,3,13,0,0,0,0,7,0
"G11000100006002001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000600","2","2001","9999","Block 2001",161,13,0,34,0,2,4,18,0,0,0,0,11,8
"G11000100006002002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000600","2","2002","9999","Block 2002",82,0,0,0,0,0,6,1,0,0,0,0,0,0
"G11000100006002003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000600","2","2003","9999","Block 2003",31,0,0,0,0,0,0,2,0,0,0,0,0,0
"G11000100006002004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000600","2","2004","9999","Block 2004",44,0,0,0,0,0,0,1,0,0,0,0,1,1
"G11000100006002005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000600","2","2005","9999","Block 2005",237,22,0,10,0,1,0,10,0,0,0,0,2,0
"G11000100006002006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000600","2","2006","9999","Block 2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0
