GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010
"G11000100015115","1990","99","9999","9999","9999","9","115","1","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 115",54,11,0,2,0,1,0,0,0,0
"G11000100015203","1990","99","9999","9999","9999","9","203","2","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 203",14,33,0,3,0,0,7,0,0,0
"G11000100015204","1990","99","9999","9999","9999","9","204","2","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 204",34,5,2,2,1,0,0,0,0,2
"G11000100015205","1990","99","9999","9999","9999","9","205","2","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 205",33,14,0,4,0,0,0,0,0,0
"G11000100015206","1990","99","9999","9999","9999","9","206","2","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 206",37,5,0,2,0,1,0,0,0,0
"G11000100015207","1990","99","9999","9999","9999","9","207","2","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 207",71,6,1,5,1,2,0,0,0,0
"G11000100015208","1990","99","9999","9999","9999","9","208","2","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 208",76,2,1,1,0,2,0,0,0,0
"G11000100015209","1990","99","9999","9999","9999","9","209","2","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 209",116,37,0,0,0,1,0,0,0,0
"G11000100015210","1990","99","9999","9999","9999","9","210","2","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 210",52,9,0,0,0,0,0,0,0,0
"G11000100015211","1990","99","9999","9999","9999","9","211","2","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 211",13,0,0,0,0,2,0,0,0,0
"G11000100015301","1990","99","9999","9999","9999","9","301","3","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 301",62,2,0,1,0,3,0,0,0,1
"G11000100015302","1990","99","9999","9999","9999","9","302","3","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 302",89,0,0,0,0,0,0,0,0,0
"G11000100015303","1990","99","9999","9999","9999","9","303","3","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 303",2,7,0,0,0,0,0,0,0,0
"G11000100015304","1990","99","9999","9999","9999","9","304","3","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 304",302,1,0,0,0,1,0,0,0,0
"G11000100015306","1990","99","9999","9999","9999","9","306","3","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 306",103,0,0,0,0,1,0,0,0,0
"G11000100015307","1990","99","9999","9999","9999","9","307","3","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 307",70,0,0,0,0,2,0,0,0,0
"G11000100015308","1990","99","9999","9999","9999","9","308","3","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 308",79,7,0,0,0,0,0,0,0,0
"G11000100015309","1990","99","9999","9999","9999","9","309","3","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 309",78,5,0,0,0,2,0,0,0,0
"G11000100015310","1990","99","9999","9999","9999","9","310","3","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 310",103,6,0,0,0,4,0,0,0,3
"G11000100015401","1990","99","9999","9999","9999","9","401","4","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 401",45,1,0,2,0,0,0,0,0,1
"G11000100015402","1990","99","9999","9999","9999","9","402","4","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 402",91,7,0,2,0,0,0,0,0,0
"G11000100015403","1990","99","9999","9999","9999","9","403","4","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 403",111,1,0,1,0,2,0,0,0,0
"G11000100015404","1990","99","9999","9999","9999","9","404","4","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 404",133,0,0,1,0,6,0,0,0,0
"G11000100015405","1990","99","9999","9999","9999","9","405","4","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 405",53,0,0,0,0,0,0,0,0,0
"G11000100015406","1990","99","9999","9999","9999","9","406","4","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 406",44,0,0,1,0,5,0,0,0,1
"G11000100015407","1990","99","9999","9999","9999","9","407","4","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 407",91,1,0,0,0,0,0,0,0,1
"G11000100015408","1990","99","9999","9999","9999","9","408","4","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 408",69,0,0,0,0,0,0,0,0,0
"G11000100015409","1990","99","9999","9999","9999","9","409","4","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 409",291,106,1,13,1,12,0,0,0,4
"G11000100015410","1990","99","9999","9999","9999","9","410","4","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 410",10,1,0,0,0,0,0,0,0,0
"G11000100015411","1990","99","9999","9999","9999","9","411","4","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 411",106,9,0,6,0,0,0,0,0,0
"G11000100015412","1990","99","9999","9999","9999","9","412","4","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 412",107,0,0,1,0,5,1,0,1,0
"G11000100015413","1990","99","9999","9999","9999","9","413","4","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 413",67,2,0,0,0,1,0,0,0,0
"G11000100015416","1990","99","9999","9999","9999","9","416","4","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 416",27,0,0,0,1,0,0,0,0,1
"G11000100015501","1990","99","9999","9999","9999","9","501","5","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 501",69,8,0,3,0,0,0,0,0,0
"G11000100015502","1990","99","9999","9999","9999","9","502","5","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 502",40,2,1,0,0,0,0,0,0,0
"G11000100015503","1990","99","9999","9999","9999","9","503","5","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 503",82,5,0,0,0,0,0,0,0,0
"G11000100015505","1990","99","9999","9999","9999","9","505","5","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 505",248,7,0,9,0,4,0,0,0,2
"G11000100015507","1990","99","9999","9999","9999","9","507","5","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 507",48,0,0,0,0,1,0,0,0,0
"G11000100015508","1990","99","9999","9999","9999","9","508","5","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 508",43,8,1,4,0,1,0,0,0,0
"G11000100015509","1990","99","9999","9999","9999","9","509","5","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 509",68,12,0,2,0,4,0,0,0,0
"G11000100015510","1990","99","9999","9999","9999","9","510","5","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 510",50,2,0,7,0,1,0,0,0,0
"G11000100015511","1990","99","9999","9999","9999","9","511","5","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 511",64,3,0,0,1,1,0,0,0,0
"G11000100015512","1990","99","9999","9999","9999","9","512","5","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 512",95,0,0,1,0,0,0,0,0,0
"G11000100015513","1990","99","9999","9999","9999","9","513","5","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 513",95,3,0,0,0,0,0,0,0,0
"G11000100015601","1990","99","9999","9999","9999","9","601","6","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 601",102,2,1,3,0,1,0,0,0,0
"G11000100015602","1990","99","9999","9999","9999","9","602","6","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 602",85,10,0,1,0,2,0,0,0,0
"G11000100015603","1990","99","9999","9999","9999","9","603","6","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 603",4,0,0,0,0,0,0,0,0,0
"G11000100015604","1990","99","9999","9999","9999","9","604","6","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 604",45,0,0,0,0,0,0,0,0,0
"G11000100015605","1990","99","9999","9999","9999","9","605","6","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 605",41,2,0,0,0,3,0,0,0,0
"G11000100015606","1990","99","9999","9999","9999","9","606","6","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 606",39,1,0,0,0,0,0,0,0,0
"G11000100015607","1990","99","9999","9999","9999","9","607","6","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 607",26,0,0,0,0,0,0,0,0,0
"G11000100015608","1990","99","9999","9999","9999","9","608","6","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 608",82,1,0,5,0,1,0,0,0,0
"G11000100015609","1990","99","9999","9999","9999","9","609","6","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 609",41,0,0,0,0,0,0,0,0,0
"G11000100015610","1990","99","9999","9999","9999","9","610","6","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 610",64,0,1,1,0,3,0,0,0,0
"G11000100015611","1990","99","9999","9999","9999","9","611","6","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 611",65,5,0,2,0,2,0,0,0,0
"G11000100015612","1990","99","9999","9999","9999","9","612","6","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 612",74,1,0,3,0,3,0,0,0,0
"G11000100015613","1990","99","9999","9999","9999","9","613","6","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 613",66,6,0,6,0,0,0,0,0,0
"G11000100015614","1990","99","9999","9999","9999","9","614","6","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 614",33,3,0,4,0,3,0,0,0,0
"G11000100016103","1990","99","9999","9999","9999","9","103","1","0016","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 103",8,45,0,0,0,0,0,0,0,0
"G11000100016104","1990","99","9999","9999","9999","9","104","1","0016","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 104",15,38,0,1,0,0,0,0,0,0
"G11000100016105","1990","99","9999","9999","9999","9","105","1","0016","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 105",12,79,0,0,5,0,0,0,0,0
"G11000100016109","1990","99","9999","9999","9999","9","109","1","0016","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 109",15,69,2,0,0,0,0,0,0,1
"G11000100016110","1990","99","9999","9999","9999","9","110","1","0016","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 110",15,48,0,0,4,0,4,0,0,2
"G11000100016111","1990","99","9999","9999","9999","9","111","1","0016","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 111",8,30,0,0,0,0,1,0,0,0
"G11000100016112","1990","99","9999","9999","9999","9","112","1","0016","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 112",4,23,0,0,0,1,0,0,0,0
"G11000100016114","1990","99","9999","9999","9999","9","114","1","0016","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 114",5,42,0,3,0,0,0,0,0,0
"G11000100016115","1990","99","9999","9999","9999","9","115","1","0016","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 115",13,18,0,1,0,0,0,0,0,0
